"tau_k","epsilon","seed","out_S1","alpha_S1","out_S2","alpha_S2","out_S3","alpha_S3","out_S4","alpha_S4","out_S5","alpha_S5","out_S6","alpha_S6","out_S7","alpha_S7","out_S8","alpha_S8","out_S9","alpha_S9","fwd_vs_myo_P","fwd_vs_myo_PG","fwd_vs_myo_PS","signal_myo","signal_fwd","seed_myo","seed_fwd","optimal_vs_naive"
0.1,0.05,23,90.3236222116668,NA,113.43460426168,0.5,113.428923614763,0.5,114.778752698667,0.5,124.392594343167,0.5,114.73776967031,0.5,113.934865127492,0.5,124.023983962781,0.6,114.12558376493,0.5,-0.843887571175202,-0.368610380386045,-0.612185905380073,9.6138416445,10.0891188352892,-0.0409830283570614,0.190718637438067,10.5950603480174
0.1,0.05,24,78.967425697543,NA,97.8891881413786,0.5,94.5912628696347,0.5,98.9020737328663,0.5,102.190106109564,0.5,98.9930265723971,0.5,98.8180192319297,0.5,102.195833833368,0.5,97.8374257276622,0.5,-0.0840545009366167,0.00572772380363062,-1.15560084473496,3.28803237669796,3.3778146014382,0.0909528395308428,-0.980593504267503,7.60457096373314
0.1,0.05,25,75.2023872742758,NA,97.0484845242806,0.5,94.1165209559222,0.5,97.7276850991593,0.5,107.340999370892,0.5,96.61089549243,0.5,97.1241212039948,0.5,106.76554336667,0.55,95.1269588072743,0.5,-0.603563895164513,-0.575456004221749,-1.48393668515567,9.61331427173235,9.64142216267511,-1.11678960672928,-1.99716239672044,12.6490224107477
0.1,0.05,26,88.8197333656339,NA,112.030582047785,0.5,113.453018121161,0.499999999999999,114.090892736579,0.5,129.332881969077,0.5,114.236953287049,0.5,113.512258354183,0.5,128.267159856546,0.65,113.074196466253,0.5,-0.578634382395748,-1.06572211253143,-1.16275682079564,15.2419892324982,14.7549015023625,0.146060550469755,-0.438061887930132,14.8141417353848
0.1,0.05,27,79.811348768496,NA,99.2068329930358,0.5,98.2220025700302,0.5,100.287921065003,0.5,108.933814580222,0.5,100.853924273931,0.5,100.97219493756,0.5,108.764334290086,0.55,101.191340713254,0.5,0.684273872556247,-0.169480290136249,0.337416439322851,8.64589351521832,7.79213935252582,0.566003208927654,0.219145775694258,10.5423317200553
0.1,0.05,28,79.5536766294286,NA,100.474499239686,0.5,98.5561233874466,0.5,101.71226588552,0.5,106.27416202682,0.5,100.700043629061,0.5,101.673525491053,0.5,106.098439678191,0.55,100.457420021867,0.5,-0.0387403944662026,-0.175722348628739,-0.242623607193835,4.56189614130028,4.42491418713774,-1.01222225645911,-1.21610546918674,7.54231629074457
0.1,0.05,29,78.6896869408257,NA,102.941481537157,0.5,103.153665153335,0.499999999999999,104.780924996993,0.5,114.841192003565,0.5,104.181207386028,0.5,104.38617711943,0.5,114.529864473915,0.55,105.930131951609,0.5,-0.394747877563177,-0.31132752964993,1.74892456558108,10.0602670065721,10.1436873544854,-0.599717610965158,1.5439548321791,11.3761993205806
0.1,0.05,30,75.2368945876496,NA,95.1612548812741,0.5,91.8471151379588,0.5,97.1657503114822,0.5,100.698701199462,0.5,97.3460618607429,0.5,97.1811695735407,0.5,100.559469046638,0.55,96.9486398475209,0.5,0.0154192620585718,-0.139232152824107,-0.397422013222055,3.53295088798028,3.3782994730976,0.18031154926075,-0.232529726019877,8.71235390867957
0.1,0.05,31,76.1751429389553,NA,96.1809200516852,0.5,91.6772450228167,0.5,96.6452805355602,0.5,100.075227831618,0.5,95.8834646637537,0.5,97.0015834516031,0.5,99.9058480213464,0.55,96.4249799302579,0.5,0.356302916042878,-0.169379810271579,0.54151526650422,3.42994729605769,2.90426456974323,-0.761815871806576,-0.576603521345234,8.22860299852962
0.1,0.05,32,84.9729193418102,NA,109.886266539943,0.5,104.662389169872,0.5,111.609491443232,0.5,118.019463191607,0.5,111.312897191158,0.5,110.405868509707,0.5,117.58585281177,0.55,110.888152745104,0.5,-1.2036229335243,-0.433610379837177,-0.424744446054191,6.40997174837571,7.17998430206283,-0.29659425207312,0.482284235396989,12.9234636418977
0.1,0.05,33,83.6404955273909,NA,104.17050142144,0.5,102.76614517487,0.5,104.89413653704,0.5,109.18957665388,0.5,104.803043287152,0.5,104.320487832961,0.5,109.10660315754,0.55,103.471460124168,0.5,-0.573648704079318,-0.0829734963401023,-1.33158316298429,4.29544011683956,4.78611532457877,-0.0910932498879191,-0.849027708792889,6.34045798266956
0.1,0.05,34,83.5952684145193,NA,107.17397103211,0.5,105.694701678398,0.5,107.469718241635,0.5,127.756501498742,0.5,109.77844855545,0.5,108.5834024387,0.5,125.60175192698,0.75,109.915816213781,0.5,1.11368419706473,-2.15474957176265,0.137367658331556,20.2867832571072,17.0183494882798,2.30873031381466,1.33241377508149,19.9070502485814
0.1,0.05,35,87.3030556098573,NA,110.418365463654,0.5,108.392680352727,0.5,111.655708861486,0.5,134.763810865632,0.5,112.634127809441,0.5,114.712730669332,0.5,132.31682534753,0.65,112.558454082268,0.5,3.05702180784643,-2.44698551810248,-0.075673727172898,23.1081020041461,17.6040946781972,0.978418947954623,-2.1542765870647,23.9241449948025
0.1,0.05,36,84.5777720588481,NA,103.449474203329,0.5,101.994362226608,0.5,105.376933722424,0.5,107.536138526821,0.5,104.247958039058,0.5,105.741829790758,0.5,107.741076417637,0.55,104.046451687092,0.5,0.364896068334247,0.204937890815771,-0.201506351966017,2.1592048043973,1.99924662687883,-1.12897568336602,-1.69537810366629,5.74671419102918
0.1,0.05,37,80.5316516285945,NA,101.19891135015,0.5,97.0259938591517,0.5,100.215070969152,0.5,104.481590502535,0.5,101.300005284428,0.5,101.199193701054,0.5,104.567557568021,0.5,100.52021749047,0.5,0.984122731901735,0.0859670654855336,-0.779787793958505,4.26651953338288,3.36836386696667,1.08493431527607,-0.678976210584167,7.54156370886901
0.1,0.05,38,80.8195672549004,NA,98.9699231128938,0.5,95.2882805728902,0.5,100.251612808878,0.5,102.649451173041,0.5,99.6153213242445,0.5,100.232609087749,0.5,102.478019170268,0.5,100.092822409158,0.5,-0.0190037211291667,-0.171432002773557,0.477501084913882,2.39783836416342,2.24541008251903,-0.636291484633162,-0.139786678590113,7.18973859737736
0.1,0.05,39,76.0452339785991,NA,95.0828471274771,0.5,92.676775137258,0.5,95.9800190388476,0.5,99.7458086587393,0.5,94.8441876349679,0.5,95.6300417463291,0.5,99.3232165248105,0.55,94.8493241185767,0.5,-0.349977292518503,-0.422592133928731,0.00513648360876573,3.76578961989163,3.69317477848141,-1.13583140387972,-0.780717627752452,6.6464413875525
0.1,0.05,40,81.8217749508913,NA,101.563039545396,0.5,98.785535875833,0.5,102.456546054509,0.5,108.320591305559,0.5,102.121583786259,0.5,101.784019686288,0.5,108.030169051086,0.55,102.298069081456,0.5,-0.672526368220659,-0.290422254472759,0.176485295196628,5.86404525105029,6.24614936479819,-0.334962268249498,0.514049395167788,9.24463317525331
0.1,0.05,41,85.8914215791789,NA,112.734394457851,0.5,112.836518998187,0.5,113.317707866132,0.5,124.813133286623,0.5,112.093626181519,0.5,112.269092737209,0.5,124.536149172708,0.6,114.040354418953,0.5,-1.04861512892333,-0.276984113915205,1.94672823743355,11.495425420491,12.2670564354992,-1.22408168461293,1.77126168174395,11.6996301745206
0.1,0.05,42,85.7066491243208,NA,113.060352749038,0.5,110.677229505623,0.5,115.672513346833,0.5,123.419786546479,0.5,114.915557794507,0.5,114.954319160946,0.45,122.904987478444,0.6,114.76446643806,0.5,-0.718194185887199,-0.514799068034577,-0.151091356446656,7.74727319964559,7.95066831749821,-0.756955552326176,-0.189852722885632,12.2277579728208
0.1,0.05,43,80.9381893469591,NA,100.910213527615,0.5,99.3840212875517,0.5,101.641305470067,0.5,105.576968970393,0.5,100.937178087949,0.5,101.764661320983,0.5,105.627170289858,0.5,101.228341915219,0.5,0.123355850915416,0.0502013194653017,0.291163827269372,3.9356635003258,3.86250896887569,-0.704127382118173,-0.536319405764218,6.24314900230684
0.1,0.05,44,81.6002862016079,NA,99.2609998487606,0.5,95.8850051534254,0.5,101.18341407956,0.5,116.585482569638,0.5,100.229963333258,0.5,99.9586838548804,0.5,116.496926865859,0.6,101.669650362672,0.5,-1.22473022467945,-0.0885557037793347,1.4396870294145,15.4020684900781,16.5382430109782,-0.953450746301954,1.71096650779199,20.6119217124332
0.1,0.05,45,85.4158529988797,NA,103.864652891138,0.5,100.195672574655,0.5,105.891049366796,0.5,148.677219889535,0.5,103.935256499859,0.5,105.322222079867,0.5,135.268550699339,0.7,105.204152786893,0.5,-0.568827286929036,-13.4086691901956,1.26889628703434,42.7861705227388,29.9463286194723,-1.95579286693706,-0.118069292973686,35.0728781246843
0.1,0.05,46,81.9046293939003,NA,103.774271754532,0.5,101.617373665411,0.5,105.591255167536,0.5,113.190388716485,0.5,105.15690193695,0.5,104.744776680818,0.5,112.911114406632,0.55,105.422368825077,0.5,-0.846478486718624,-0.279274309852937,0.265466888127605,7.59913354894842,8.1663377258141,-0.434353230586552,0.677592144259677,11.2937407412201
0.1,0.05,47,77.8995364276236,NA,100.757910315233,0.5,99.4223438919467,0.5,101.826053743318,0.5,109.373425237161,0.5,101.113022270018,0.5,102.442618637952,0.5,109.087305260115,0.55,100.496641927497,0.5,0.61656489463401,-0.286119977045971,-0.616380342521097,7.54737149384253,6.64468662216255,-0.713031473299935,-1.94597671045504,9.66496136816801
0.1,0.05,48,83.0054306112622,NA,104.789143883946,0.5,101.612508834071,0.5,105.298778317541,0.5,115.037762556443,0.5,104.623787621686,0.5,106.677759532564,0.5,114.816467122431,0.55,105.303030635869,0.5,1.37898121502323,-0.221295434012632,0.679243014182859,9.73898423890275,8.13870758986688,-0.674990695855001,-1.37472889669537,13.2039582883597
0.1,0.05,49,81.74595058514,NA,103.376328945938,0.5,100.685985453278,0.5,106.357700081394,0.5,114.854280537847,0.5,104.836573599104,0.5,106.94650785025,0.5,114.811938875607,0.55,105.536773065147,0.5,0.588807768856626,-0.0423416622406023,0.700199466042903,8.49658045645387,7.86543102535664,-1.52112648228913,-1.40973478510286,14.1259534223292
0.1,0.05,50,76.8263509794977,NA,95.2182844073379,0.5,91.1262133693777,0.5,96.3625154144017,0.5,98.7811900222099,0.5,96.4616377450528,0.5,96.2969146157945,0.5,98.4956847441792,0.55,96.4078797377217,0.5,-0.0656007986071359,-0.285505278030683,-0.0537580073311403,2.41867460780817,2.19877012838462,0.0991223306511557,0.110965121927151,7.36947137480144
1,0.05,1,80.8762001017361,NA,102.944486107623,0.5,100.579795196235,0.5,103.941325383841,0.5,107.970172116924,0.5,103.284978518592,0.5,103.225887243673,0.5,107.366144254614,0.55,103.481610459421,0.5,-0.715438140167549,-0.604027862309778,0.19663194082861,4.02884673308323,4.140257010941,-0.656346865248807,0.255723215747352,6.78634905837886
1,0.05,2,86.2327020234782,NA,109.102028565489,0.5,107.247752183403,0.5,109.31976904258,0.5,115.336192315641,0.5,110.111095354377,0.5,110.140117740226,0.5,114.833364123566,0.55,110.116287831793,0.5,0.82034869764594,-0.502828192074617,0.00519247741578965,6.01642327306038,4.69324638333983,0.791326311797121,-0.0238299084330293,7.58561194016302
1,0.05,3,77.2388420402395,NA,95.5016475073475,0.5,89.9771984803972,0.5,96.4391551197968,0.5,97.3486363487533,0.5,95.5025254078651,0.5,96.4701324272756,0.45,97.4889205387368,0.5,95.2693580577681,0.5,0.0309773074787358,0.140284189983504,-0.233167350097006,0.909481228956437,1.01878811146121,-0.936629711931758,-1.2007743695075,7.51172205833953
1,0.05,4,89.2209948742652,NA,113.563590208087,0.5,114.171837755431,0.5,112.965811823327,0.5,124.947066944264,0.5,114.125526850539,0.5,113.101644940785,0.5,124.88864819444,0.55,113.563639421063,0.5,0.135833117458759,-0.0584187498245541,-0.561887429475959,11.9812551209379,11.7870032536546,1.15971502721244,0.461994480277724,10.7168104390093
1,0.05,5,84.402243412702,NA,104.255502580119,0.5,102.472791923406,0.5,105.854955342027,0.5,109.952681216776,0.5,106.248741700641,0.5,105.456044901274,0.5,109.332109907155,0.55,105.449180086018,0.5,-0.398910440753212,-0.620571309621411,-0.799561614623286,4.09772587474941,3.87606500588122,0.393786358614506,-0.00686481525556815,6.85931798374877
1,0.05,6,94.2149357834896,NA,119.036991118294,0.5,119.718709017242,0.5,121.682069686479,0.5,127.520507682556,0.5,120.154449739185,0.5,120.679505182034,0.5,127.55762268896,0.6,120.432000868861,0.5,-1.00256450444471,0.0371150064038943,0.277551129676056,5.8384379960778,6.8781175069264,-1.52761994729326,-0.247504313172499,7.8389136717178
1,0.05,7,83.1432460778453,NA,108.912600906294,0.5,108.325509879445,0.5,111.812659555466,0.5,127.605049996994,0.5,111.024871142831,0.5,111.568853577292,0.5,126.112918902329,0.65,112.311097902655,0.5,-0.243805978173995,-1.49213109466417,1.28622675982375,15.792390441528,14.5440653250378,-0.787788412634427,0.742244325363316,17.7874090228842
1,0.05,8,78.9870813260794,NA,101.423096593152,0.5,100.19307770761,0.5,101.645364011443,0.5,106.958356700049,0.5,100.61779180512,0.5,101.391446696382,0.5,106.667845170872,0.55,101.097177800993,0.5,-0.253917315061244,-0.290511529177451,0.479385995872804,5.3129926886055,5.2763984744893,-1.02757220632375,-0.294268895389706,6.47476746326201
1,0.05,9,79.9172349458268,NA,104.59464932913,0.5,101.747522273535,0.5,107.690667498025,0.5,116.641580486369,0.5,105.957245168814,0.5,107.540178573499,0.5,116.402349279419,0.55,108.236145436058,0.5,-0.150488924525717,-0.239231206949995,2.27890026724378,8.9509129883435,8.86217070591923,-1.73342232921132,0.69596686255818,14.654827005884
1,0.05,10,72.2159777452903,NA,93.071901686548,0.5,90.1810915141627,0.5,93.465394927294,0.5,94.9435191469257,0.5,93.3022856531301,0.5,93.1404940038805,0.5,95.1502313150462,0.5,93.6064683267701,0.5,-0.324900923413452,0.206712168120504,0.304182673640028,1.4781242196317,2.00973731116565,-0.163109274163901,0.465974322889579,4.96913980088345
1,0.05,11,70.2987911402309,NA,90.0143303376112,0.5,85.1979622294876,0.5,89.6887727628844,0.5,90.6606926457972,0.5,89.3268168905104,0.5,89.558608590408,0.5,90.5583141659933,0.5,88.8379879895766,0.5,-0.130164172476356,-0.10237847980396,-0.488828900933811,0.971919882912843,0.999705575585239,-0.361955872373983,-0.720620600831438,5.36035193650564
1,0.05,12,77.0726133508961,NA,97.6990954018201,0.5,94.8338171737927,0.5,98.861400910721,0.5,102.000306622,0.5,98.4776198976154,0.5,99.075766681903,0.5,101.739442217304,0.55,98.8424627449294,0.5,0.214365771182074,-0.260864404696548,0.364842847313952,3.13890571127938,2.66367553540076,-0.383781013105519,-0.233303936973641,6.90562504351111
1,0.05,13,80.5024922217724,NA,101.868377157041,0.5,99.1135007694867,0.5,102.923520079241,0.5,105.811129076802,0.5,102.368421860081,0.5,103.268196615366,0.5,105.092155324525,0.55,102.780880768425,0.5,0.344676536124481,-0.718973752276582,0.412458908343567,2.88760899756033,1.82395870915927,-0.55509821916003,-0.487315846940945,5.9786545550385
1,0.05,14,82.4390598987508,NA,106.636483803232,0.5,102.715487590288,0.5,106.423074977131,0.5,111.281573754037,0.5,106.777320963642,0.5,106.572294145653,0.5,111.041605284455,0.55,106.502009785457,0.5,0.14921916852208,-0.239968469581697,-0.275311178185547,4.8584987769058,4.46931113880203,0.354245986511287,-0.0702843601963394,8.32611769416714
1,0.05,15,93.7423487076798,NA,113.033122599378,0.5,110.249027202997,0.5,113.694091783805,0.5,118.095221873458,0.5,113.694054717028,0.5,113.180329722785,0.5,117.904914446231,0.55,113.513708344106,0.5,-0.513762061019705,-0.190307427226315,-0.180346372921733,4.4011300896528,4.72458472344618,-3.70667771107946e-05,0.333378621320861,7.65588724323408
1,0.05,16,85.7211560027588,NA,107.237325876592,0.5,102.955197955252,0.5,107.673290498362,0.5,112.27070796896,0.5,107.201096005461,0.5,107.034772485699,0.45,111.700468113854,0.5,107.71972814365,0.5,-0.638518012663013,-0.570239855105825,0.518632138188735,4.59741747059755,4.66569562815474,-0.47219449290148,0.684955657950269,8.7452701586024
1,0.05,17,79.583660613657,NA,103.609530635166,0.5,99.1792978989213,0.5,104.149936974621,0.5,107.670795579268,0.5,104.083244444324,0.5,103.988189834759,0.5,107.799379567515,0.55,103.708855937529,0.5,-0.161747139861575,0.128583988246746,-0.374388506794844,3.5208586046471,3.81118973275542,-0.0666925302968338,-0.279333897230103,8.62008166859333
1,0.05,18,78.8403184356226,NA,99.1817944914993,0.5,97.7543879858915,0.5,100.825974881195,0.5,106.75217540599,0.5,100.61329209596,0.5,100.553405991716,0.5,106.564008846272,0.55,102.136735514575,0.5,-0.272568889478535,-0.188166559718312,1.52344341861509,5.92620052479528,6.0106028545555,-0.21268278523516,1.58332952285846,8.80962086038042
1,0.05,19,89.6943062734284,NA,109.12869645273,0.5,105.942820063092,0.5,110.195797268952,0.5,111.47965018483,0.5,109.870958407018,0.5,110.876233885379,0.5,111.390623581109,0.5,110.395425405493,0.5,0.680436616426945,-0.0890266037213792,0.52446699847539,1.28385291587783,0.514389695729506,-0.324838861934595,-0.48080847988615,5.44780351801649
1,0.05,20,77.3480020129813,NA,99.3082920709933,0.5,97.241743693501,0.5,100.857644641224,0.5,108.742189899253,0.5,100.798082389641,0.5,100.628880182118,0.5,108.420515668909,0.55,99.3598399425721,0.5,-0.22876445910596,-0.321674230343518,-1.43824244706875,7.88454525802877,7.79163548679121,-0.0595622515829177,-1.2690402395457,11.178771975408
1,0.05,21,89.1380992545682,NA,110.461173536994,0.5,108.297493321367,0.5,113.164522868335,0.5,119.238978865594,0.5,112.355640730488,0.5,111.675226627499,0.5,118.444407557811,0.55,112.804712409792,0.5,-1.48929624083615,-0.794571307783087,0.449071679304552,6.07445599725895,6.76918093031202,-0.808882137847021,1.12948578229368,10.1469142364432
1,0.05,22,79.3897746574638,NA,101.377821506122,0.5,103.526772323016,0.5,103.917925760758,0.5,117.364263741496,0.5,103.346853886378,0.5,104.250450946684,0.5,116.868223409808,0.6,102.711351160381,0.5,0.332525185925988,-0.496040331688263,-0.635502725996574,13.4463379807376,12.6177724631233,-0.571071874380692,-1.53909978630325,13.3414510867918
1,0.05,23,90.3236222116668,NA,113.43460426168,0.5,113.428923614763,0.5,114.778752698667,0.5,123.268369047313,0.5,114.73776967031,0.5,113.934865127492,0.5,122.513999686855,0.6,114.12558376493,0.5,-0.843887571175202,-0.754369360458455,-0.612185905380073,8.48961634864662,8.57913455936337,-0.0409830283570614,0.190718637438067,9.0850760720916
1,0.05,24,78.967425697543,NA,97.8891881413786,0.5,94.5912628696347,0.5,98.9020737328663,0.5,101.321423760593,0.5,98.9930265723971,0.5,98.8180192319297,0.5,101.080758355625,0.55,97.8374257276622,0.5,-0.0840545009366167,-0.240665404967416,-1.15560084473496,2.41935002772648,2.26273912369568,0.0909528395308428,-0.980593504267503,6.48949548599062
1,0.05,25,75.2023872742758,NA,97.0484845242806,0.5,94.1165209559222,0.5,97.7276850991593,0.5,105.95690372846,0.5,96.61089549243,0.5,97.1241212039948,0.5,105.771916364268,0.55,95.1269588072743,0.5,-0.603563895164513,-0.184987364191656,-1.48393668515567,8.22921862930063,8.64779516027349,-1.11678960672928,-1.99716239672044,11.6553954083461
1,0.05,26,88.8197333656339,NA,112.030582047785,0.5,113.453018121161,0.499999999999999,114.090892736579,0.5,127.68841131889,0.5,114.236953287049,0.5,113.512258354183,0.5,127.156250839484,0.65,113.074196466253,0.5,-0.578634382395748,-0.532160479406343,-1.16275682079564,13.5975185823116,13.643992485301,0.146060550469755,-0.438061887930132,13.7032327183233
