"tau_k","epsilon","seed","out_S1","alpha_S1","out_S2","alpha_S2","out_S3","alpha_S3","out_S4","alpha_S4","out_S5","alpha_S5","out_S6","alpha_S6","out_S7","alpha_S7","out_S8","alpha_S8","out_S9","alpha_S9","gini_g1_S5","gini_g1_S8","fwd_vs_myo_P","fwd_vs_myo_PG","fwd_vs_myo_PS","signal_myo","signal_fwd","seed_myo","seed_fwd","optimal_vs_naive"
1,0.4,23,93.9945367866301,NA,119.605063535032,0.5,119.272512531614,0.5,120.993542077363,0.5,129.532025335972,0.5,120.947836692827,0.5,120.172332148497,0.5,129.369581422042,0.5,120.367462963308,0.5,0.485454545454546,0.481818181818182,-0.82120992886513,-0.16244391392965,-0.580373729518641,8.53848325860946,9.19724927354494,-0.0457053845354807,0.195130814811009,10.0970688904284
1,0.4,24,83.1826182416355,NA,104.594238403256,0.5,100.991190981183,0.5,105.677522263657,0.5,108.237845038829,0.5,105.75442569908,0.5,105.634568756097,0.5,108.353762762792,0.5,104.811449101846,0.5,0.210526315789474,0.201025641025641,-0.0429535075600427,0.115917723963364,-0.942976597233738,2.56032277517161,2.71919400669502,0.07690343542275,-0.823119654250945,7.36257178160928
1,0.4,25,78.1434259381901,NA,102.563685436741,0.5,99.105565549837,0.5,103.204154232318,0.5,111.461588402941,0.5,102.100084161746,0.5,102.411995599991,0.5,111.396020946219,0.5,100.555055804721,0.5,0.419259259259259,0.315151515151515,-0.792158632326363,-0.0655674567215954,-1.54502835702526,8.25743417062299,8.98402534622775,-1.10407007057154,-1.85693979527043,12.2904553963822
1,0.4,26,92.4304569875215,NA,118.134101900894,0.5,119.206670892732,0.499999999999999,120.228561509919,0.5,133.676847851086,0.5,120.277592703358,0.5,119.637750646052,0.5,133.641559142692,0.5,119.186285634184,0.5,0.581538461538462,0.5575,-0.590810863867262,-0.0352887083935514,-1.09130706917433,13.4482863411667,14.0038084966404,0.0490311934393759,-0.451465011867697,14.4348882499604
1,0.4,27,83.8537545362297,NA,105.626691646431,0.5,104.405111205442,0.5,106.785475568623,0.5,114.111163280572,0.5,107.320577509978,0.5,107.624926655239,0.5,113.77297289022,0.5,107.667685950058,0.5,0.336,0.323870967741936,0.839451086616037,-0.338190390351841,0.347108440080405,7.32568771194981,6.14804623498193,0.53510194135508,0.0427592948194473,9.36786168477853
1,0.4,28,83.2653321851345,NA,106.678684115655,0.5,104.465556162108,0.5,108.024308013887,0.5,110.422600469525,0.5,106.980706522733,0.5,107.952992729261,0.5,110.698471257566,0.5,106.7523507733,0.5,0.208421052631579,0.173,-0.0713152846256975,0.27587078804082,-0.228355749433092,2.39829245563791,2.74547852830443,-1.04360149115404,-1.20064195596143,6.23291509545726
1,0.4,29,81.536997376275,NA,108.329349151163,0.5,108.177847539143,0.499999999999999,110.093254036269,0.5,117.492031723057,0.5,109.463074120512,0.5,109.670303662909,0.5,117.614334843892,0.5,111.188142059506,0.5,0.4016,0.371851851851852,-0.422950373360067,0.122303120835383,1.72506793899392,7.39877768678784,7.94403118098329,-0.630179915756585,1.5178383965974,9.43648730474902
1,0.4,30,79.0113806792586,NA,101.382714159243,0.5,97.623877678008,0.5,103.547822926609,0.5,105.352344112115,0.5,103.68887976519,0.5,103.56472519971,0.5,105.474474644148,0.5,103.241144443453,0.5,0.254444444444444,0.235675675675676,0.0169022731009676,0.122130532032756,-0.447735321736815,1.80452118550569,1.90974944443748,0.141056838580994,-0.323580756256789,7.85059696613952
1,0.4,31,79.5604690629828,NA,102.157097948738,0.5,97.0078554513978,0.5,102.60045470217,0.5,104.727647390929,0.5,101.859903835953,0.5,103.03143229698,0.5,105.125125728998,0.5,102.415920616591,0.5,0.207368421052631,0.18974358974359,0.430977594810415,0.39747833806905,0.55601678063789,2.12719268875891,2.09369343201755,-0.740550866216239,-0.615511680388764,8.11727027759987
1,0.4,32,88.3604317744256,NA,115.815078769995,0.5,110.22460038938,0.5,117.610514980994,0.5,122.214117449952,0.5,117.241676932031,0.5,116.424618453269,0.5,122.439103503785,0.5,116.858442895772,0.5,0.406153846153846,0.391111111111111,-1.18589652772468,0.224986053832822,-0.383234036258415,4.60360246895844,6.01448505051594,-0.3688380489629,0.433824442503365,12.2145031144047
1,0.4,33,87.4573378425784,NA,110.545147666951,0.5,108.83542205374,0.5,111.283324247257,0.5,112.626959493236,0.5,111.159843514214,0.5,110.424852798029,0.5,112.415973911965,0.5,109.708274088916,0.5,0.30375,0.28,-0.858471449227267,-0.210985581270478,-1.45156942529802,1.34363524597907,1.99112111393586,-0.12348073304284,-0.716578709113591,3.58055185822516
1,0.4,34,87.0341257874078,NA,113.052350255035,0.5,111.122045056367,0.5,113.433243889894,0.5,131.447854993107,0.5,115.668218810219,0.5,114.464213338138,0.5,132.501376144738,0.5,115.820906640085,0.5,0.522105263157895,0.632,1.03096944824482,1.05352115163126,0.152687829866707,18.0146111032133,18.0371628065998,2.23497492032516,1.35669330194705,21.3793310883707
1,0.4,35,90.9743215335107,NA,116.572186095135,0.5,114.14849247393,0.5,117.856778307651,0.5,139.493188338382,0.5,118.796052853875,0.5,120.773669368929,0.5,137.427065582498,0.5,118.577706021526,0.5,0.488421052631579,0.58,2.91689106127718,-2.06612275588472,-0.2183468323488,21.6364100307311,16.6533962135692,0.939274546223473,-2.19596334740251,23.2785731085682
1,0.4,36,88.7369831411652,NA,110.126671593859,0.5,108.216398710837,0.5,112.154826606166,0.5,114.267868896947,0.5,110.984524143391,0.5,112.522342262238,0.5,114.192548980125,0.5,111.075687482455,0.5,0.236666666666667,0.202105263157895,0.367515656072015,-0.0753199168214707,0.0911633390646642,2.11304229078033,1.67020671788684,-1.17030246277567,-1.44665477978302,5.9761502692882
1,0.4,37,84.0844496872529,NA,107.337304833711,0.5,102.729519566796,0.5,106.316328251286,0.5,108.870071603025,0.5,107.463875857974,0.5,107.379938346341,0.5,108.865619986449,0.5,106.718543232765,0.5,0.167,0.159,1.06361009505548,-0.00445161657556525,-0.745332625208832,2.55374335173902,1.48568164010797,1.14754760668809,-0.661395113576219,6.13610041965343
1,0.4,38,84.9751390138024,NA,105.623799166012,0.5,101.51667534951,0.5,106.984392535537,0.5,106.457836661366,0.5,106.30236860713,0.5,107.125470884633,0.5,106.845917862801,0.5,106.823093313268,0.5,0.12952380952381,0.12952380952381,0.141078349096162,0.388081201434915,0.520724706138495,-0.526555874170285,-0.279553021831532,-0.682023928406778,-0.302377571364445,5.32924251329155
1,0.4,39,79.7394309247993,NA,101.298873259509,0.5,98.5804302616752,0.5,102.191689683044,0.5,105.578537875713,0.5,100.985076864363,0.5,101.895707716432,0.5,105.621406465581,0.5,101.01448719278,0.5,0.227368421052631,0.208205128205128,-0.295981966612359,0.0428685898676378,0.0294103284167306,3.3868481926693,3.7256987491493,-1.20661281868074,-0.881220523651649,7.04097620390577
1,0.4,40,85.5857070255288,NA,107.823506530512,0.5,104.754189645779,0.5,108.748339141328,0.5,111.711774679951,0.5,108.38250800013,0.5,108.02583856755,0.5,111.843321567764,0.5,108.560174956759,0.5,0.323870967741936,0.272941176470588,-0.722500573778731,0.131546887812405,0.177666956629409,2.96343553862312,3.81748300021425,-0.365831141198555,0.534336389209585,7.08913192198496
1,0.4,41,88.839693879905,NA,118.164287319212,0.5,117.938572614128,0.5,118.679855399409,0.5,128.381670391133,0.5,117.512744777389,0.5,117.530177138767,0.5,128.375426018268,0.5,119.338996296394,0.5,0.446315789473684,0.432380952380952,-1.14967826064171,-0.00624437286504076,1.82625151900497,9.70181499172409,10.8452488795008,-1.16711062201992,1.80881915762676,10.4368534041405
1,0.4,42,88.529987696364,NA,118.380607432857,0.5,115.734060424249,0.5,121.0165591649,0.5,127.280501438306,0.5,120.286285612317,0.5,119.929842181469,0.5,127.283443338906,0.5,119.905038557663,0.5,0.402,0.387272727272727,-1.08671698343025,0.00294190059968003,-0.381247054654182,6.26394227340626,7.35360115743619,-0.730273552582389,-0.0248036238063207,11.5493829146561
1,0.4,43,84.3741328810526,NA,106.913381309927,0.5,105.071254829493,0.5,107.683621195201,0.5,110.044543183755,0.5,106.945483257541,0.5,107.784059856491,0.5,110.193295703282,0.5,107.263697140369,0.5,0.303030303030303,0.300606060606061,0.100438661290298,0.148752519526894,0.318213882828033,2.36092198855356,2.40923584679015,-0.738137937659829,-0.520362716122094,5.12204087378829
1,0.4,44,85.9780486272438,NA,106.068037154024,0.5,102.228085932223,0.5,108.089568863729,0.5,121.944950378629,0.5,107.138272916185,0.5,106.83896350808,0.5,121.670799855544,0.5,108.531881746549,0.5,0.422857142857143,0.363870967741936,-1.25060535564918,-0.274150523084529,1.39360883036402,13.8553815148999,14.8318363474645,-0.951295947543485,1.69291823846972,19.4427139233211
1,0.4,45,89.864105953441,NA,110.733287578328,0.5,106.668905951033,0.5,112.782794940693,0.5,154.961162847954,0.5,110.847086558621,0.5,112.133950942484,0.5,139.590426667519,0.5,112.087704111534,0.5,0.702222222222222,0.68,-0.648843998209287,-15.3707361804346,1.24061755291255,42.1783679072607,27.4564757250353,-1.93570838207197,-0.0462468309501247,32.9215207164859
1,0.4,46,85.4145833415256,NA,109.744181978041,0.5,107.167033356018,0.5,111.671546084583,0.5,116.125452083318,0.5,111.171650658084,0.5,110.834380317592,0.5,116.645812237154,0.5,111.393217659882,0.5,0.4112,0.350666666666666,-0.837165766990807,0.520360153836009,0.221567001797766,4.45390599873484,5.81143191956166,-0.499895426499293,0.55883734228928,9.47877888113608
1,0.4,47,81.1892117137457,NA,106.56683993548,0.5,104.810359163461,0.5,107.645106856803,0.5,113.382843416204,0.5,106.886457331295,0.5,108.175625060284,0.5,113.367661002563,0.5,106.245346743156,0.5,0.318620689655172,0.313333333333333,0.530518203480796,-0.0151824136405025,-0.641110588139398,5.73773655940103,5.19203594227973,-0.758649525507494,-1.93027831712769,8.55730183910281
1,0.4,48,86.5080650286883,NA,110.814730010202,0.5,107.288014228784,0.5,111.232595924908,0.5,119.852197485965,0.5,110.495778157325,0.5,112.614247307338,0.5,119.719701796946,0.5,111.46252032653,0.5,0.426153846153846,0.364,1.38165138242928,-0.132495689018356,0.966742169204764,8.61960156105619,7.10545448960855,-0.736817767583162,-1.15172698080768,12.4316875681618
1,0.4,49,85.4813286992015,NA,109.52480767664,0.5,106.391918464698,0.5,112.550118296322,0.5,119.772733392264,0.5,111.021831125017,0.5,113.169146454948,0.5,119.524793660636,0.5,111.685210881253,0.5,0.42,0.4048,0.619028158626634,-0.247939731628207,0.663379756235827,7.22261509594264,6.3556472056878,-1.52828717130487,-1.48393557369567,13.1328751959378
1,0.4,50,80.8567388007878,NA,101.729166971134,0.5,97.0729694814537,0.5,102.973649735273,0.5,104.630075348446,0.5,103.088000262095,0.5,102.952418691853,0.5,104.657475940336,0.5,103.009198428043,0.5,0.160975609756097,0.146666666666667,-0.0212310434201584,0.0274005918898581,-0.0788018340523564,1.65642561317338,1.7050572484834,0.114350526821809,0.0567797361896112,7.58450645888263
5,0.4,1,84.0812033176961,NA,108.738200383692,0.5,106.027843141543,0.5,109.737332742471,0.5,108.228700638604,0.5,109.099626087866,0.5,109.071645709111,0.5,107.535754176961,0.5,109.254979385688,0.5,0.145714285714286,0.143809523809524,-0.665687033360399,-0.692946461642435,0.155353297822089,-1.50863210386737,-1.53589153214941,-0.637706654605154,0.183333676577334,1.50791103541879
5,0.4,2,89.8205690934302,NA,115.189709357578,0.5,112.923976579115,0.5,115.349859232918,0.5,116.874598226398,0.5,116.153609194348,0.5,116.216308881082,0.5,117.135639783417,0.5,116.180273437715,0.5,0.148292682926829,0.12952380952381,0.866449648164547,0.261041557019155,0.0266642433672075,1.52473899347991,0.919330902334522,0.803749961430512,-0.0360354433668277,4.21166320430135
5,0.4,3,81.1587860555926,NA,101.886854633085,0.5,95.7205013083778,0.5,102.916477015661,0.5,102.539642474327,0.5,101.92307835962,0.5,102.721154621848,0.5,102.711316334825,0.5,101.682217436425,0.5,0.0924444444444446,0.114545454545455,-0.195322393812901,0.171673860497847,-0.240860923195328,-0.376834541333977,-0.00983828702322853,-0.99339865604118,-1.03893718542361,6.99081502644715
5,0.4,4,92.8430195402,NA,119.625988578706,0.5,119.87041747088,0.5,119.126998339969,0.5,120.780156024371,0.5,120.219209753001,0.5,119.149991989974,0.5,120.7446328226,0.5,119.62324924337,0.5,0.103636363636364,0.088888888888889,0.0229936500053469,-0.0355232017709426,-0.595960509630729,1.65315768440226,1.59464083262597,1.09221141303213,0.473257253396056,0.874215351719968
5,0.4,5,88.7041135393562,NA,110.928470386738,0.5,108.876718051309,0.5,112.630808820551,0.5,113.584018426374,0.5,113.018118734898,0.5,112.159200340144,0.5,113.940061281674,0.5,112.201044789445,0.5,0.167,0.159,-0.471608480406928,0.356042855300572,-0.817073945453544,0.953209605823332,1.78086094153083,0.387309914347696,0.041844449301081,5.06334323036562
5,0.4,6,97.88236553037,NA,125.199599682909,0.5,125.683288946757,0.5,127.793705063129,0.5,126.90613556525,0.5,126.274239016968,0.5,126.834921240201,0.5,128.281793047933,0.5,126.600892882581,0.5,0.148292682926829,0.148292682926829,-0.958783822927657,1.37565748268295,0.326653865612656,-0.887569497878914,1.4468718077317,-1.519466046161,-0.234028357620687,2.59850410117593
5,0.4,7,86.0186323436976,NA,114.212123147294,0.5,113.203134432568,0.5,117.065752171372,0.5,122.814359635682,0.5,116.227735260135,0.5,116.814444368788,0.5,123.174619924066,0.5,117.491923247727,0.5,0.268888888888889,0.3,-0.251307802583895,0.360260288383969,1.2641879875921,5.74860746431031,6.36017555527818,-0.838016911236764,0.677478878939226,9.97148549149838
5,0.4,8,82.4558292688787,NA,107.316931810719,0.5,105.806690194171,0.5,107.618338853762,0.5,108.647681408845,0.5,106.483537275938,0.5,107.546789571034,0.5,108.200301051073,0.5,107.029557918841,0.5,0.103636363636364,0.088888888888889,-0.071549282728256,-0.447380357772033,0.546020642902775,1.02934255508265,0.653511480038873,-1.13480157782359,-0.517231652192564,2.39361085690129
5,0.4,9,83.4496976828367,NA,110.412934952637,0.5,107.236177792057,0.5,113.638155186876,0.5,114.357523779833,0.5,111.835208340414,0.5,113.476235132362,0.5,113.04643815961,0.5,114.156330523625,0.5,0.117209302325581,0.117209302325581,-0.161920054513459,-1.31108562022327,2.32112218321069,0.71936859295775,-0.429796972752058,-1.80294684646161,0.68009539126254,5.81026036755352
5,0.4,10,75.1566348224014,NA,98.6344050719202,0.5,95.3671017370569,0.5,99.0121007890956,0.5,99.0629697739624,0.5,98.8380898767211,0.5,98.3290019742351,0.5,98.9542696250577,0.5,99.1040482047514,0.5,0.088888888888889,0.0730434782608695,-0.683098814860415,-0.108700148904617,0.26595832803028,0.0508689848667956,0.625267650822593,-0.17401091237447,0.775046230516224,3.58716788800079
5,0.4,11,73.1946339689589,NA,95.5396906285854,0.5,90.2651590891734,0.5,95.2246849552561,0.5,94.653348353067,0.5,94.8043118781679,0.5,95.0374432572268,0.5,94.4275626238688,0.5,94.2593915019059,0.5,0.0951111111111111,0.0951111111111111,-0.187241698029254,-0.225785729198236,-0.544920376261956,-0.571336602189035,-0.609880633358017,-0.4203730770882,-0.778051755320902,4.1624035346954
5,0.4,12,80.4573164028082,NA,103.602075581286,0.5,100.329958309023,0.5,104.820924878752,0.5,107.134480486681,0.5,104.40944211755,0.5,105.055847494016,0.5,106.968233977648,0.5,104.765353723081,0.5,0.14952380952381,0.133953488372093,0.234922615263955,-0.166246509033073,0.355911605530622,2.31355560792869,1.91238648363166,-0.411482761202009,-0.290493770935342,6.63827566862443
5,0.4,13,84.248723706207,NA,108.113977221369,0.5,105.017919129597,0.5,109.252013339008,0.5,108.891599508896,0.5,108.690580002191,0.5,109.58862543905,0.5,109.214556209727,0.5,109.277471722787,0.5,0.211282051282051,0.186,0.336612100041791,0.322956700830744,0.586891720596782,-0.360413830112265,-0.374069229323311,-0.561433336817771,-0.31115371626278,4.19663708012952
5,0.4,14,85.349680600568,NA,112.142878134599,0.5,107.913081955061,0.5,111.857091180678,0.5,112.979416989103,0.5,112.242623780507,0.5,112.047153060525,0.5,114.502567638427,0.5,111.856938754178,0.5,0.088888888888889,0.088888888888889,0.190061879847491,1.52315064932384,-0.385685026328318,1.12232580842507,2.45541457790142,0.385532599829006,-0.190214306346803,6.58948568336579
5,0.4,15,98.4108470871269,NA,120.13695660343,0.5,116.955500522771,0.5,120.840212984527,0.5,119.47236100036,0.5,120.742839548839,0.5,120.333206548344,0.5,118.923760646835,0.5,120.673964110815,0.5,0.168205128205128,0.154146341463415,-0.507006436182522,-0.548600353525742,-0.0688754380245342,-1.36785198416648,-1.4094459015097,-0.0973734356877145,0.340757562470273,1.96826012406375
5,0.4,16,89.5004159315506,NA,113.532735108559,0.5,108.910670424132,0.5,113.9807798147,0.5,114.053929391942,0.5,113.524975830508,0.5,113.371855819384,0.5,113.519308860305,0.5,114.082761277987,0.5,0.12952380952381,0.167,-0.608923995315251,-0.534620531637145,0.557785447479645,0.073149577242404,0.14745304092051,-0.455803984192045,0.710905458602852,4.60863843617335
5,0.4,17,82.6229108805348,NA,109.20040405434,0.5,104.325698034229,0.5,109.754266638165,0.5,109.837143228514,0.5,109.662811131478,0.5,109.53250741367,0.5,109.940860122768,0.5,109.034025681804,0.5,0.141904761904762,0.122790697674419,-0.221759224495472,0.103716894253779,-0.628785449673558,0.0828765903484765,0.408352709097727,-0.0914555066872396,-0.498481731865326,5.61516208853878
5,0.4,18,82.533724462504,NA,105.312644026852,0.5,103.483834392225,0.5,107.072939370181,0.5,107.497076067978,0.5,106.809268539745,0.5,106.760251981065,0.5,107.333737371655,0.5,108.246148378534,0.5,0.108181818181818,0.108181818181818,-0.312687389115993,-0.163338696322597,1.43687983878827,0.424136697796058,0.573485390589454,-0.26367083043607,1.4858963974682,3.84990297942957
5,0.4,19,94.2616411954613,NA,116.22038367083,0.5,112.807546922651,0.5,117.264076149972,0.5,117.078138986451,0.5,117.03003970956,0.5,118.097656494848,0.5,117.348324844334,0.5,117.590755660579,0.5,0.157948717948718,0.140487804878049,0.833580344875898,0.27018585788295,0.560715951019105,-0.185937163520691,-0.749331650513639,-0.23403644041224,-0.506900834269032,4.54077792168317
5,0.4,20,80.7741269739024,NA,105.16400604117,0.5,102.797186801679,0.5,106.779506359398,0.5,109.24442198005,0.5,106.705857733965,0.5,106.377254026435,0.5,109.204974641871,0.5,105.135628224075,0.5,0.136190476190476,0.122790697674419,-0.402252332962632,-0.0394473381794285,-1.57022950988983,2.4649156206528,2.82772061543601,-0.0736486254325399,-1.24162580235974,6.40778784019173
5,0.4,21,93.4974728559607,NA,117.189477356256,0.5,114.7412466869,0.5,120.023421660183,0.5,123.52066233882,0.5,119.105234578671,0.5,118.632893493798,0.5,122.736928450807,0.5,119.572910887967,0.5,0.205263157894737,0.177,-1.39052816638545,-0.783733888013501,0.467676309296138,3.49724067863727,4.10403495700922,-0.918187081511846,0.940017394169743,7.99568176390645
5,0.4,22,82.8218926527541,NA,107.269916646462,0.5,109.058747357589,0.5,109.796327188287,0.5,119.415164454447,0.5,109.182181905081,0.5,110.136399343812,0.5,119.516632746268,0.5,108.325178100484,0.5,0.391724137931034,0.318787878787879,0.340072155525007,0.101468291821135,-0.857003804596957,9.61883726616014,9.38023340245627,-0.614145283205602,-1.81122124332757,10.4578853886789
5,0.4,23,93.9945367866301,NA,119.605063535032,0.5,119.272512531614,0.5,120.993542077363,0.5,126.93518659548,0.5,120.947836692827,0.5,120.172332148497,0.5,126.237434198251,0.5,120.367462963308,0.5,0.223157894736842,0.131162790697674,-0.82120992886513,-0.697752397229152,-0.580373729518641,5.94164451811744,6.06510204975342,-0.0457053845354807,0.195130814811009,6.96492166663687
5,0.4,24,83.1826182416355,NA,104.594238403256,0.5,100.991190981183,0.5,105.677522263657,0.5,105.720914214751,0.5,105.75442569908,0.5,105.634568756097,0.5,105.900532251136,0.5,104.811449101846,0.5,0.110909090909091,0.0924444444444446,-0.0429535075600427,0.179618036384781,-0.942976597233738,0.0433919510940939,0.265963495038918,0.07690343542275,-0.823119654250945,4.90934126995317
5,0.4,25,78.1434259381901,NA,102.563685436741,0.5,99.105565549837,0.5,103.204154232318,0.5,104.229619053704,0.5,102.100084161746,0.5,102.411995599991,0.5,103.952264856082,0.5,100.555055804721,0.5,0.0756521739130434,0.0561702127659576,-0.792158632326363,-0.277354197622628,-1.54502835702526,1.02546482138651,1.54026925609024,-1.10407007057154,-1.85693979527043,4.84669930624473
5,0.4,26,92.4304569875215,NA,118.134101900894,0.5,119.206670892732,0.499999999999999,120.228561509919,0.5,126.45497222799,0.5,120.277592703358,0.5,119.637750646052,0.5,127.010604617176,0.5,119.186285634184,0.5,0.265555555555556,0.244324324324324,-0.590810863867262,0.555632389185746,-1.09130706917433,6.22641071807094,7.37285397112394,0.0490311934393759,-0.451465011867697,7.80393372444394
5,0.4,27,83.8537545362297,NA,105.626691646431,0.5,104.405111205442,0.5,106.785475568623,0.5,108.028965124906,0.5,107.320577509978,0.5,107.624926655239,0.5,107.807733205551,0.5,107.667685950058,0.5,0.176410256410257,0.166,0.839451086616037,-0.221231919355517,0.347108440080405,1.24348955628355,0.182806550311994,0.53510194135508,0.0427592948194473,3.40262200010859
5,0.4,28,83.2653321851345,NA,106.678684115655,0.5,104.465556162108,0.5,108.024308013887,0.5,108.692639407916,0.5,106.980706522733,0.5,107.952992729261,0.5,108.746056625091,0.5,106.7523507733,0.5,0.136190476190476,0.122790697674419,-0.0713152846256975,0.0534172171757348,-0.228355749433092,0.668331394028996,0.793063895830429,-1.04360149115404,-1.20064195596143,4.28050046298326
5,0.4,29,81.536997376275,NA,108.329349151163,0.5,108.177847539143,0.499999999999999,110.093254036269,0.5,108.859064206998,0.5,109.463074120512,0.5,109.670303662909,0.5,109.465513625238,0.5,111.188142059506,0.5,0.122790697674419,0.108181818181818,-0.422950373360067,0.606449418239819,1.72506793899392,-1.23418982927051,-0.20479003767062,-0.630179915756585,1.5178383965974,1.28766608609511
5,0.4,30,79.0113806792586,NA,101.382714159243,0.5,97.623877678008,0.5,103.547822926609,0.5,104.211943124526,0.5,103.68887976519,0.5,103.56472519971,0.5,104.341312497035,0.5,103.241144443453,0.5,0.165853658536585,0.146666666666667,0.0169022731009676,0.129369372508748,-0.447735321736815,0.664120197917171,0.776587297324951,0.141056838580994,-0.323580756256789,6.71743481902699
5,0.4,31,79.5604690629828,NA,102.157097948738,0.5,97.0078554513978,0.5,102.60045470217,0.5,102.543843949557,0.5,101.859903835953,0.5,103.03143229698,0.5,103.624197058645,0.5,102.415920616591,0.5,0.117209302325581,0.103636363636364,0.430977594810415,1.08035310908889,0.55601678063789,-0.0566107526130963,0.592764761665379,-0.740550866216239,-0.615511680388764,6.6163416072477
5,0.4,32,88.3604317744256,NA,115.815078769995,0.5,110.22460038938,0.5,117.610514980994,0.5,118.292177095132,0.5,117.241676932031,0.5,116.424618453269,0.5,118.821797209692,0.5,116.858442895772,0.5,0.127441860465116,0.133953488372093,-1.18589652772468,0.529620114560245,-0.383234036258415,0.681662114138348,2.39717875642327,-0.3688380489629,0.433824442503365,8.59719682031201
5,0.4,33,87.4573378425784,NA,110.545147666951,0.5,108.83542205374,0.5,111.283324247257,0.5,109.556364634304,0.5,111.159843514214,0.5,110.424852798029,0.5,108.68517556941,0.5,109.708274088916,0.5,0.272,0.285714285714286,-0.858471449227267,-0.871189064894082,-1.45156942529802,-1.7269596129526,-1.73967722861941,-0.12348073304284,-0.716578709113591,-0.150246484330111
5,0.4,34,87.0341257874078,NA,113.052350255035,0.5,111.122045056367,0.5,113.433243889894,0.5,129.139310593592,0.5,115.668218810219,0.5,114.464213338138,0.5,127.918448410399,0.5,115.820906640085,0.5,0.376,0.558,1.03096944824482,-1.22086218319218,0.152687829866707,15.706066703698,13.454235072261,2.23497492032516,1.35669330194705,16.7964033540319
5,0.4,35,90.9743215335107,NA,116.572186095135,0.5,114.14849247393,0.5,117.856778307651,0.5,136.588725502641,0.5,118.796052853875,0.5,120.773669368929,0.5,134.021729073753,0.5,118.577706021526,0.5,0.363870967741936,0.498333333333333,2.91689106127718,-2.56699642888793,-0.2183468323488,18.7319471949898,13.2480597048247,0.939274546223473,-2.19596334740251,19.8732365998237
5,0.4,36,88.7369831411652,NA,110.126671593859,0.5,108.216398710837,0.5,112.154826606166,0.5,110.861272098812,0.5,110.984524143391,0.5,112.522342262238,0.5,111.792767581553,0.5,111.075687482455,0.5,0.160975609756097,0.122790697674419,0.367515656072015,0.931495482741028,0.0911633390646642,-1.29355450735441,-0.729574680685403,-1.17030246277567,-1.44665477978302,3.57636887071595
5,0.4,37,84.0844496872529,NA,107.337304833711,0.5,102.729519566796,0.5,106.316328251286,0.5,106.988617187361,0.5,107.463875857974,0.5,107.379938346341,0.5,106.423558958355,0.5,106.718543232765,0.5,0.145714285714286,0.141904761904762,1.06361009505548,-0.565058229005786,-0.745332625208832,0.672288936075176,-0.95637938798609,1.14754760668809,-0.661395113576219,3.69403939155937
5,0.4,38,84.9751390138024,NA,105.623799166012,0.5,101.51667534951,0.5,106.984392535537,0.5,106.048086832134,0.5,106.30236860713,0.5,107.125470884633,0.5,106.067382446995,0.5,106.823093313268,0.5,0.136190476190476,0.136190476190476,0.141078349096162,0.0192956148606811,0.520724706138495,-0.936305703402653,-1.05808843763813,-0.682023928406778,-0.302377571364445,4.55070709748495
5,0.4,39,79.7394309247993,NA,101.298873259509,0.5,98.5804302616752,0.5,102.191689683044,0.5,102.132359362024,0.5,100.985076864363,0.5,101.895707716432,0.5,101.984185043629,0.5,101.01448719278,0.5,0.088888888888889,0.103636363636364,-0.295981966612359,-0.14817431839532,0.0294103284167306,-0.0593303210196439,0.0884773271973955,-1.20661281868074,-0.881220523651649,3.40375478195386
5,0.4,40,85.5857070255288,NA,107.823506530512,0.5,104.754189645779,0.5,108.748339141328,0.5,106.772994874268,0.5,108.38250800013,0.5,108.02583856755,0.5,107.386986168046,0.5,108.560174956759,0.5,0.145714285714286,0.145714285714286,-0.722500573778731,0.613991293778199,0.177666956629409,-1.97534426706024,-0.638852399503307,-0.365831141198555,0.534336389209585,2.6327965222674
5,0.4,41,88.839693879905,NA,118.164287319212,0.5,117.938572614128,0.5,118.679855399409,0.5,119.490874617694,0.5,117.512744777389,0.5,117.530177138767,0.5,119.403678794455,0.5,119.338996296394,0.5,0.122790697674419,0.0730434782608695,-1.14967826064171,-0.0871958232393553,1.82625151900497,0.811019218285011,1.87350165568736,-1.16711062201992,1.80881915762676,1.46510618032714
5,0.4,42,88.529987696364,NA,118.380607432857,0.5,115.734060424249,0.5,121.0165591649,0.5,121.168569280651,0.5,120.286285612317,0.5,119.929842181469,0.5,122.077973154978,0.5,119.905038557663,0.5,0.145714285714286,0.140952380952381,-1.08671698343025,0.909403874327211,-0.381247054654182,0.152010115751096,2.14813097350856,-0.730273552582389,-0.0248036238063207,6.34391273072843
5,0.4,43,84.3741328810526,NA,106.913381309927,0.5,105.071254829493,0.5,107.683621195201,0.5,108.092641003846,0.5,106.945483257541,0.5,107.784059856491,0.5,108.946785672463,0.5,107.263697140369,0.5,0.18974358974359,0.154146341463415,0.100438661290298,0.854144668617025,0.318213882828033,0.409019808644715,1.16272581597144,-0.738137937659829,-0.520362716122094,3.87553084296958
5,0.4,44,85.9780486272438,NA,106.068037154024,0.5,102.228085932223,0.5,108.089568863729,0.5,120.589746735638,0.5,107.138272916185,0.5,106.83896350808,0.5,120.739051107422,0.5,108.531881746549,0.5,0.366451612903226,0.309411764705882,-1.25060535564918,0.149304371783444,1.39360883036402,12.5001778719097,13.9000875993423,-0.951295947543485,1.69291823846972,18.5109651751989
